year,rank,artist1,title,artist2,artist3,artist4,artist5,artist6
1978,8,Andy Gibb,(Love Is) Thicker Than Water,,,,,
1978,9,A Taste Of Honey,Boogie Oogie Oogie,,,,,
1978,10,Commodores,Three Times A Lady,,,,,
1978,11,Frankie Valli,Grease,,,,,
1978,12,Paul Davis,I Go Crazy,,,,,
1978,13,John Travolta,You're The One That I Want,Olivia Newton-John,,,,
1978,14,Samantha Sang,Emotion,,,,,
1978,15,Eric Clapton,Lay Down Sally,,,,,
1978,16,Rolling Stones,Miss You,,,,,
1978,17,Billy Joel,Just The Way You Are,,,,,
1978,18,Wings,With A Little Luck,,,,,
1978,19,Yvonne Elliman,If I Can't Have You,,,,,
1978,20,Chic,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",,,,,
1978,21,Chuck Mangione,Feels So Good,,,,,
1978,22,Nick Gilder,Hot Child In The City,,,,,
1978,23,Sweet,Love Is Like Oxygen,,,,,
1978,24,Bonnie Tyler,It's A Heartache,,,,,
1978,25,Queen,We Will Rock You / We Are The Champions,,,,,
1978,26,Gerry Rafferty,Baker Street,,,,,
1978,27,Barry Manilow,Can't Smile Without You,,,,,
1978,28,Johnny Mathis,"Too Much, Too Little, Too Late",Deniece Williams,,,,
1978,29,Peter Brown,Dance With Me,,,,,
1978,30,Meat Loaf,Two Out Of Three Ain't Bad,,,,,
1978,31,Raydio,Jack And Jill,,,,,
1978,32,ABBA,Take A Chance On Me,,,,,
1978,33,Dan Hill,Sometimes When We Touch,,,,,
1978,34,Donna Summer,Last Dance,,,,,
1978,35,Olivia Newton-John,Hopelessly Devoted To You,,,,,
1978,36,Foreigner,Hot Blooded,,,,,
1978,37,Rod Stewart,You're In My Heart,,,,,
1978,38,Roberta Flack,The Closer I Get To You,Donny Hathaway,,,,
1978,39,Kansas,Dust In The Wind,,,,,
1978,40,Walter Egan,Magnet And Steel,,,,,
1978,41,Randy Newman,Short People,,,,,
1978,42,O'Jays,Use Ta Be My Girl,,,,,
1978,43,Natalie Cole,Our Love,,,,,
1978,44,Pablo Cruise,Love Will Find A Way,,,,,
1978,45,Andy Gibb,An Everlasting Love,,,,,
1978,46,John Paul Young,Love Is In The Air,,,,,
1978,47,David Gates,Goodbye Girl,,,,,
1978,48,Paul Simon,Slip Slidin' Away,,,,,
1978,49,Heatwave,The Groove Line,,,,,
1978,50,Jay Ferguson,Thunder Island,,,,,
1978,51,Atlanta Rhythm Section,Imaginary Lover,,,,,
1978,52,Bob Seger,Still The Same,The Silver Bullet Band,,,,
1978,53,Toby Beau,My Angel Baby,,,,,
1978,54,Trammps,Disco Inferno,,,,,
1978,55,George Benson,On Broadway,,,,,
1978,56,Styx,Come Sail Away,,,,,
1978,57,L.T.D.,Back In Love Again,,,,,
1978,58,Player,This Time I'm In It For Love,,,,,
1978,59,Carly Simon,You Belong To Me,,,,,
1978,60,Dolly Parton,Here You Come Again,,,,,
1978,61,Linda Ronstadt,Blue Bayou,,,,,
1978,62,Steely Dan,Peg,,,,,
1978,63,Anne Murray,You Needed Me,,,,,
1978,64,"Evelyn ""Champagne"" King",Shame,,,,,
1978,65,Little River Band,Reminiscing,,,,,
1978,66,Jefferson Starship,Count On Me,,,,,
1978,67,Eddie Money,Baby Hold On,,,,,
1978,68,Shaun Cassidy,Hey Deanie,,,,,
1978,69,John Travolta,Summer Nights,Olivia Newton-john,,,,
1978,70,Lynyrd Skynyrd,What's Your Name,,,,,
1978,71,Crystal Gayle,Don't It Make My Brown Eyes Blue,,,,,
1978,72,Patti Smith,Because The Night,,,,,
1978,73,Robert Palmer,Every Kinda People,,,,,
1978,74,Barry Manilow,Copacabana,,,,,
1978,75,Heatwave,Always And Forever,,,,,
1978,76,Rick James,You And I,,,,,
1978,77,Earth,Serpentine Fire,Wind,Fire,,,
1978,78,Bob Welch,Sentimental Lady,,,,,
1978,79,LeBlanc,Falling,Carr,,,,
1978,80,Santa Esmeralda,Dont Let Me Be Misunderstood,,,,,
1978,81,Michael Johnson,Bluer Than Blue,,,,,
1978,82,Jackson Browne,Running On Empty,,,,,
1978,83,Kenny Loggins,"Whenever I Call You ""Friend""",,,,,
1978,84,Chris Rea,Fool (If You Think It's Over),,,,,
1978,85,Foxy,Get Off,,,,,
1978,86,Electric Light,Sweet Talking Woman,chestra,,,,
1978,87,Joe Walsh,Life's Been Good,,,,,
1978,88,Alicia Bridges,I Love The Night Life,,,,,
1978,89,High Inergy,You Can't Turn Me Off (In The Middle Of Turning Me On),,,,,
1978,90,Linda Ronstadt,It's So Easy,,,,,
1978,91,Odyssey,Native New Yorker,,,,,
1978,92,Parliament,Flashlight,,,,,
1978,93,Boston,Don't Look Back,,,,,
1978,94,Electric Light,Turn To Stone,chestra,,,,
1978,95,Eruption,I Can't Stand The Rain,,,,,
1978,96,Bob Welch,Ebony Eyes,,,,,
1978,97,ABBA,The Name Of The Game,,,,,
1978,98,Rita Coolidge,We're All Alone,,,,,
1978,99,Bob Seger,Hollywood Nights,The Silver Bullet Band,,,,
1978,100,Steely Dan,Deacon Blues,,,,,
1977,1,Rod Stewart,Tonight's The Night (Gonna Be Alright),,,,,
1977,2,Andy Gibb,I Just Want To Be Your Everything,,,,,
1977,3,Emotions,Best Of My Love,,,,,
1977,4,Barbra Streisand,"Love Theme From ""A Star Is Born""",,,,,
1977,5,Hot,Angel In Your Arms,,,,,
1977,6,Kenny Nolan,I Like Dreamin',,,,,
1977,7,Thelma Houston,Don't Leave Me This Way,,,,,
1977,8,Rita Coolidge,(Your Love Has Lifted Me) Higher And Higher,,,,,
1977,9,Alan O'Day,Undercover Angel,,,,,
1977,10,Mary MacGregor,Torn Between Two Lovers,,,,,
1977,11,K.C.,I'm Your Boogie Man,The Sunshine Band,,,,
1977,12,ABBA,Dancing Queen,,,,,
1977,13,Leo Sayer,You Make Me Feel Like Dancing,,,,,
1977,14,Jimmy Buffett,Margaritaville,,,,,
1977,15,Electric Light,Telephone Line,chestra,,,,
1977,16,Pablo Cruise,Whatcha Gonna Do?,,,,,
1977,17,Peter McCann,Do You Wanna Make Love?,,,,,
1977,18,Stevie Wonder,Sir Duke,,,,,
1977,19,Eagles,Hotel California,,,,,
1977,20,Marvin Gaye,"Got To Give It Up, Pt. 1",,,,,
1977,21,Bill Conti,"Theme From ""Rocky"" (Gonna Fly Now)",,,,,
1977,22,Glen Campbell,Southern Nights,,,,,
1977,23,Daryl Hall,Rich Girl,John Oates,,,,
1977,24,Leo Sayer,When I Need You,,,,,
1977,25,Sylvers,Hot Line,,,,,
1977,26,Rose Royce,Car Wash,,,,,
1977,27,Marilyn McCoo,You Don't Have To Be A Star,Billy Davis Jr.,,,,
1977,28,Steve Miller Band,Fly Like An Eagle,,,,,
1977,29,David Soul,Don't Give Up On Us,,,,,
1977,30,Stephen Bishop,On And On,,,,,
1977,31,Foreigner,Feels Like The First Time,,,,,
1977,32,Climax Blues Band,Couldn't Get It Right,,,,,
1977,33,Commodores,Easy,,,,,
1977,34,Jennifer Warnes,Right Time Of The Night,,,,,
1977,35,Natalie Cole,I've Got Love On My Mind,,,,,
1977,36,Manfred Mann's. Earth Band,Blinded By The Light,,,,,
1977,37,Barry Manilow,Looks Like We Made It,,,,,
1977,38,Atlanta Rhythm Section,So In To You,,,,,
1977,39,Fleetwood Mac,Dreams,,,,,
1977,40,Jacksons,Enjoy Yourself,,,,,
1977,41,Brick,Dazz,,,,,
1977,42,Peter Frampton,I'm In You,,,,,
1977,43,Kenny Rogers,Lucille,,,,,
1977,44,10cc,The Things We Do For Love,,,,,
1977,45,Shaun Cassidy,Da Doo Ron Ron,,,,,
1977,46,James Taylor,Handy Man,,,,,
1977,47,Crosby,Just A Song Before I Go,Stills,Nash,,,
1977,48,Alice Cooper,You And Me,,,,,
1977,49,Johnny Rivers,Swayin' To The Music (Slow Dancin'),,,,,
1977,50,Andrew Gold,Lonely Boy,,,,,
1977,51,Stevie Wonder,I Wish,,,,,
1977,52,Fleetwood Mac,Don't Stop,,,,,
1977,53,Heart,Barracuda,,,,,
1977,54,Brothers Johnson,Strawberry Letter 23,,,,,
1977,55,Bob Seger,Night Moves,The Silver Bullet Band,,,,
1977,56,Helen Reddy,You're My World,,,,,
1977,57,Marshall Tucker Band,Heard It In A Love Song,,,,,
1977,58,Kansas,Carry On Wayward Son,,,,,
1977,59,Eagles,New Kid In Town,,,,,
1977,60,Barbra Streisand,My Heart Belongs To Me,,,,,
1977,61,Engelbert Humperdinck,After The Lovin',,,,,
1977,62,Steve Miller Band,Jet Airliner,,,,,
1977,63,Burton Cummings,Stand Tall,,,,,
1977,64,Elvis Presley,Way Down,,,,,
1977,65,Barry Manilow,Weekend In New England,,,,,
1977,66,Ronnie Milsap,It Was Almost Like A Song,,,,,
1977,67,Sanford Townsend Band,Smoke From A Distant Fire,,,,,
1977,68,Foreigner,Cold As Ice,,,,,
1977,69,Dean Friedman,Ariel,,,,,
1977,70,Bread,Lost Without Your Love,,,,,
1977,71,Meco,Star Wars Theme-Cantina Band,,,,,
1977,72,Floaters,Float On,,,,,
1977,73,David Dundas,Jeans On,,,,,
1977,74,Boz Scaggs,Lido Shuffle,,,,,
1977,75,K.C.,Keep It Comin' Love,The Sunshine Band,,,,
1977,76,Bay City Rollers,You Made Me Believe In Magic,,,,,
1977,77,Electric Light,Livin' Thing,chestra,,,,
1977,78,Supertramp,Give A Little Bit,,,,,
1977,79,Shaun Cassidy,That's Rock 'N' Roll,,,,,
1977,80,Bee Gees,Love So Right,,,,,
1977,81,Spinners,The Rubberband Man,,,,,
1977,82,Alice Cooper,I Never Cry,,,,,
1977,83,Carly Simon,Nobody Does It Better,,,,,
1977,84,Sylvers,High School Dance,,,,,
1977,85,Kenny Nolan,Love's Grown Deep,,,,,
1977,86,Joe Tex,Ain't Gonna Bump No More (With No Big Fat Woman),,,,,
1977,87,Rose Royce,I Wanna Get Next To You,,,,,
1977,88,Queen,Somebody To Love,,,,,
1977,89,Captain,Muskrat Love,Tennille,,,,
1977,90,Aerosmith,Walk This Way,,,,,
1977,91,Dr. Buzzard's Original Savannah Band,Cherchez La Femme / Se Si Bon,,,,,
1977,92,Al Stewart,Year Of The Cat,,,,,
1977,93,Heatwave,Boogie Nights,,,,,
1977,94,Fleetwood Mac,Go Your Own Way,,,,,
1977,95,Elton John,Sorry Seems To Be The Hardest Word,,,,,
1977,96,B.J. Thomas,Don't Worry Baby,,,,,
1977,97,ABBA,"Knowing Me, Knowing You",,,,,
1977,98,Leo Sayer,How Much Love,,,,,
1977,99,London Symphony,Star Wars (Main Title),chestra,,,,
1977,100,C.J.,Devil's Gun,Co.,,,,
1976,1,Wings,Silly Love Songs,,,,,
1976,2,Elton John,Don't Go Breaking My Heart,Kiki Dee,,,,
1976,3,Johnnie Taylor,Disco Lady,,,,,
1976,4,Four Seasons,"December, 1963 (Oh, What A Night)",,,,,
1976,5,Wild Cherry,Play That Funky Music,,,,,
1976,6,Manhattans,Kiss And Say Goodbye,,,,,
1976,7,Miracles,Love Machine Pt. 1),,,,,
1976,8,Paul Simon,50 Ways To Leave Your Lover,,,,,
1976,9,Gary Wright,Love Is Alive,,,,,
1976,10,Walter Murphy,A Fifth Of Beethoven,The Big Apple Band,,,,
1976,11,Daryl Hall,Sara Smile,John Oates,,,,
1976,12,Starland Vocal Band,Afternoon Delight,,,,,
1976,13,Barry Manilow,I Write The Songs,,,,,
1976,14,Silver Convention,"Fly, Robin, Fly",,,,,
1976,15,Diana Ross,Love Hangover,,,,,
1976,16,Seals,Get Closer,Crofts,,,,
1976,17,Andrea True Connection,"More, More, More",,,,,
1976,18,Queen,Bohemian Rhapsody,,,,,
1976,19,Dorothy Moore,Misty Blue,,,,,
1976,20,Sylvers,Boogie Fever,,,,,
1976,21,England Dan,I'd Really Love To See You Tonight,John Ford Coley,,,,
1976,22,Hot Chocolate,You Sexy Thing,,,,,
1976,23,Nazareth,Love Hurts,,,,,
1976,24,Silver Convention,Get Up And Boogie,,,,,
1976,25,Eagles,Take It To The Limit,,,,,
1976,26,K.C.,"(Shake, Shake, Shake) Shake Your Booty",The Sunshine Band,,,,
1976,27,Commodores,Sweet Love,,,,,
1976,28,Maxine Nightingale,Right Back Where We Started From,,,,,
1976,29,Rhythm Heritage,"Theme From ""S.W.A.T""",,,,,
1976,30,Ohio Players,Love Rollercoaster,,,,,
1976,31,Bee Gees,You Should Be Dancing,,,,,
1976,32,Lou Rawls,You'll Never Find Another Love Like Mine,,,,,
1976,33,David Bowie,Golden Years,,,,,
1976,34,Starbuck,Moonlight Feels Right,,,,,
1976,35,Dr. Hook,Only Sixteen,,,,,
1976,36,Bellamy Brothers,Let Your Love Flow,,,,,
1976,37,Gary Wright,Dream Weaver,,,,,
1976,38,Vicki Sue Robinson,Turn The Beat Around,,,,,
1976,39,Captain,Lonely Night (Angel Face),Tennille,,,,
1976,40,Eric Carmen,All By Myself,,,,,
1976,41,Donna Summer,Love To Love You Baby,,,,,
1976,42,Donny,Deep Purple,Marie Osmond,,,,
1976,43,Diana Ross,"Theme From ""Mahogany""",,,,,
1976,44,Rufus,Sweet Thing,,,,,
1976,45,K.C.,That's The Way I Like It,The Sunshine Band,,,,
1976,46,Dr. Hook,A Little Bit More,,,,,
1976,47,Henry Gross,Shannon,,,,,
1976,48,Chicago,If You Leave Me Now,,,,,
1976,49,Boz Scaggs,Lowdown,,,,,
1976,50,Peter Frampton,Show Me The Way,,,,,
1976,51,Aerosmith,Dream On,,,,,
1976,52,O'Jays,I Love Music (Pt. 1),,,,,
1976,53,Fleetwood Mac,Say You Love Me,,,,,
1976,54,Paul Anka,Times Of Your Life,,,,,
1976,55,Cliff Richard,Devil Woman,,,,,
1976,56,Elvin Bishop,Fooled Around And Fell In Love,,,,,
1976,57,C.W. McCall,Convoy,,,,,
1976,58,John Sebastian,Welcome Back,,,,,
1976,59,Earth,Sing A Song,Wind,Fire,,,
1976,60,Tavares,Heaven Must Be Missing An Angel,,,,,
1976,61,Brothers Johnson,I'll Be Good To You,,,,,
1976,62,Captain,Shop Around,Tennille,,,,
1976,63,Bay City Rollers,Saturday Night,,,,,
1976,64,Elton John,Island Girl,,,,,
1976,65,Staple Singers,Let's Do It Again,,,,,
1976,66,Wings,Let 'Em In,,,,,
1976,67,Wing and A Prayer Fife and Drum Corps.,Baby Face,,,,,
1976,68,George Benson,This Masquerade,,,,,
1976,69,Electric Light,Evil Woman,chestra,,,,
1976,70,Silver,Wham Bam,,,,,
1976,71,Keith Carradine,I'm Easy,,,,,
1976,72,Harold Melvin,Wake Up Everybody (Pt. 1),The Bluenotes,,,,
1976,73,War,Summer,,,,,
1976,74,John Travolta,Let Her In,,,,,
1976,75,Sweet,Fox On The Run,,,,,
1976,76,Fleetwood Mac,Rhiannon (Will You Ever Win),,,,,
1976,77,Beatles,Got To Get You Into My Life,,,,,
1976,78,Bee Gees,Fanny (Be Tender With My Love),,,,,
1976,79,Earth,Getaway,Wind,Fire,,,
1976,80,Daryl Hall,She's Gone,John Oates,,,,
1976,81,Beach Boys,Rock And Roll Music,,,,,
1976,82,Orleans,Still The One,,,,,
1976,83,Queen,You're My Best Friend,,,,,
1976,84,Jefferson Starship,With Your Love,,,,,
1976,85,Foghat,Slow Ride,,,,,
1976,86,Ohio Players,Who'd She Coo,,,,,
1976,87,David Ruffin,Walk Away From Love,,,,,
1976,88,Peter Frampton,"Baby, I Love Your Way",,,,,
1976,89,Candi Staton,Young Hearts Run Free,,,,,
1976,90,Neil Sedaka,Breaking Up's Hard To Do,,,,,
1976,91,Bay City Rollers,Money Honey,,,,,
1976,92,Parliament,Tear The Roof Off The Sucker,,,,,
1976,93,Larry Groce,Junk Food Junkie,,,,,
1976,94,Barry Manilow,Tryin' To Get The Feeling Again,,,,,
1976,95,Kiss,Rock And Roll All Nite,,,,,
1976,96,Rick Dees,Disco Duck,,,,,
1976,97,Thin Lizzy,The Boys Are Back In Town,,,,,
1976,98,Steve Miller Band,Take The Money And Run,,,,,
1976,99,Who,Squeeze Box,,,,,
1976,100,Glen Campbell,Country Boy (You Got Your Feet In L.A.),,,,,
1975,1,Captain,Love Will Keep Us Together,Tennille,,,,
1975,2,Glen Campbell,Rhinestone Cowboy,,,,,
1975,3,Elton John,Philadelphia Freedom,,,,,
1975,4,Freddy Fender,Before The Next Teardrop Falls,,,,,
1975,5,Frankie Valli,My Eyes Adored You,,,,,
1975,6,Earth,Shining Star,Wind,Fire,,,
1975,7,David Bowie,Fame,,,,,
1975,8,Neil Sedaka,Laughter In The Rain,,,,,
1975,9,Eagles,One Of These Nights,,,,,
1975,10,John Denver,Thank God I'm A Country Boy,,,,,
1975,11,Bee Gees,Jive Talkin',,,,,
1975,12,Eagles,Best Of My Love,,,,,
1975,13,Minnie Riperton,Lovin' You,,,,,
1975,14,Carl Douglas,Kung Fu Fighting,,,,,
1975,15,Doobie Brothers,Black Water,,,,,
1975,16,Sweet,Ballroom Blitz,,,,,
1975,17,B.J. Thomas,(Hey Wont You Play) Another Somebody Done Somebody Wrong Song,,,,,
1975,18,Tony,He Don't Love You (Like I Love You),lando,,,,
1975,19,Janis Ian,At Seventeen,,,,,
1975,20,Average White Band,Pick Up The Pieces,,,,,
1975,21,Van McCoy,The Hustle,The Soul City Symphony,,,,
1975,22,Labelle,Lady Marmalade,,,,,
1975,23,War,Why Can't We Be Friends?,,,,,
1975,24,Major Harris,Love Won't Let Me Wait,,,,,
1975,25,Stevie Wonder,Boogie On Reggae Woman,,,,,
1975,26,Freddy Fender,Wasted Days And Wasted Nights,,,,,
1975,27,Isley Brothers,"Fight The Power, Pt. 1",,,,,
1975,28,Helen Reddy,Angie Baby,,,,,
1975,29,Ozark Mountain Daredevils,Jackie Blue,,,,,
1975,30,Ohio Players,Fire,,,,,
1975,31,Pilot,Magic,,,,,
1975,32,Carpenters,Please Mr. Postman,,,,,
1975,33,America,Sister Golden Hair,,,,,
1975,34,Elton John,Lucy In The Sky With Diamonds,,,,,
1975,35,Barry Manilow,Mandy,,,,,
1975,36,Olivia Newton-John,Have You Never Been Mellow,,,,,
1975,37,Barry Manilow,Could It Be Magic,,,,,
1975,38,Harry Chapin,Cat's In The Cradle,,,,,
1975,39,Michael Murphy,Wildfire,,,,,
1975,40,Jessi Colter,I'm Not Lisa,,,,,
1975,41,Wings,Listen To What The Man Said,,,,,
1975,42,10cc,I'm Not In Love,,,,,
1975,43,Billy Swan,I Can Help,,,,,
1975,44,Hamilton,Fallin' In Love,Joe Frank,Reynolds,,,
1975,45,Morris Albert,Feelings,,,,,
1975,46,Sammy Johns,Chevy Van,,,,,
1975,47,Linda Ronstadt,When Will I Be Loved,,,,,
1975,48,Barry White,"You're The First, The Last, My Everything",,,,,
1975,49,Olivia Newton-John,Please Mr Please,,,,,
1975,50,Linda Ronstadt,You're No Good,,,,,
1975,51,Bazuka,Dynomite,,,,,
1975,52,Blackbyrds,Walking In Rhythm,,,,,
1975,53,Gladys Knight,The Way We Were / Try To Remember,The Pips,,,,
1975,54,Melissa Manchester,Midnight Blue,,,,,
1975,55,Sugarloaf,"Don't Call Us, We'll Call You",,,,,
1975,56,Phoebe Snow,Poetry Man,,,,,
1975,57,Ace,How Long,,,,,
1975,58,B.T. Express,Express,,,,,
1975,59,Earth,That's The Way Of The World,Wind,Fire,,,
1975,60,Styx,Lady,,,,,
1975,61,Grand Funk,Bad Time,,,,,
1975,62,Alice Cooper,Only Women Bleed,,,,,
1975,63,Carol Douglas,Doctor's Orders,,,,,
1975,64,K.C.,Get Down Tonight,The Sunshine Band,,,,
1975,65,Joe Cocker,You Are So Beautiful,,,,,
1975,66,Paul Anka,One Man Woman-One Woman Man,Odia Coates,,,,
1975,67,Bad Company,Feel Like Makin' Love,,,,,
1975,68,James Taylor,How Sweet It Is (To Be Loved by You),,,,,
1975,69,Orleans,Dance With Me,,,,,
1975,70,Average White Band,Cut The Cake,,,,,
1975,71,Gloria Gaynor,Never Can Say Goodbye,,,,,
1975,72,Paul Anka,I Don't Like To Sleep Alone,,,,,
1975,73,Donny,Morning Side Of The Mountain,Marie Osmond,,,,
1975,74,Grand Funk,Some Kind Of Wonderful,,,,,
1975,75,Three Degrees,When Will I See You Again,,,,,
1975,76,Joe Simon,"Get Down, Get Down (Get On The Floor)",,,,,
1975,77,John Denver,Calypso,,,,,
1975,78,Queen,Killer Queen,,,,,
1975,79,Eddie Kendricks,Shoeshine Boy,,,,,
1975,80,B.T. Express,Do It (Til You're Satisfied),,,,,
1975,81,Electric Light,Can't Get It Out Of My Head,chestra,,,,
1975,82,Al Green,Sha-La-La (Make Me Happy),,,,,
1975,83,America,Lonely People,,,,,
1975,84,Rufus,You Got The Love,,,,,
1975,85,Mike Post,The Rockford Files,,,,,
1975,86,Tavares,It Only Takes A Minute,,,,,
1975,87,Ringo Starr,No-No Song,,,,,
1975,88,Paul McCartney,Junior's Farm ,Wings,,,,
1975,89,Jethro Tull,Bungle In The Jungle,,,,,
1975,90,Leo Sayer,Long Tall Glasses (I Can Dance),,,,,
1975,91,Elton John,Someone Saved My Life Tonight,,,,,
1975,92,Ray Stevens,Misty,,,,,
1975,93,Neil Sedaka,Bad Blood,,,,,
1975,94,Carpenters,Only Yesterday,,,,,
1975,95,Dwight Twilley Band,I'm On Fire,,,,,
1975,96,Ringo Starr,Only You,,,,,
1975,97,Amazing Rhythm Aces,Third Rate Romance,,,,,
1975,98,Bachman-Turner Overdrive,Free Wheelin',,,,,
1975,99,Frankie Valli,Swearin' To God,,,,,
1975,100,Disco Tex,Get Dancin',The Sex-O-lettes,,,,
1974,1,Barbra Streisand,The Way We Were,,,,,
1974,2,Terry Jacks,Seasons In The Sun,,,,,
1974,3,Love Unlimited,Love's Theme,chestra,,,,
1974,4,Redbone,Come And Get Your Love,,,,,
1974,5,Jackson 5,Dancing Machine,,,,,
1974,6,Grand Funk Railroad,The Loco-Motion,,,,,
1974,7,MFSB,TSOP,,,,,
1974,8,Ray Stevens,The Streak,,,,,
1974,9,Elton John,Bennie And The Jets,,,,,
1974,10,Mac Davis,One Hell Of A Woman,,,,,
1974,11,Aretha Franklin,Until You Come Back To Me (That's What I'm Gonna Do),,,,,
1974,12,Kool,Jungle Boogie,The Gang,,,,
1974,13,Maria Muldaur,Midnight At The Oasis,,,,,
1974,14,Stylistics,You Make Me Feel Brand New,,,,,
1974,15,Al Wilson,Show And Tell,,,,,
1974,16,Jim Stafford,Spiders And Snakes,,,,,
1974,17,David Essex,Rock On,,,,,
1974,18,John Denver,Sunshine On My Shoulders,,,,,
1974,19,Blue Magic,Sideshow,,,,,
1974,20,Blue Swede,Hooked On A Feeling,,,,,
1974,21,Bo Donaldson,Billy Don't Be A Hero,The Heywoods,,,,
1974,22,Paul McCartney,Band On The Run,Wings,,,,
1974,23,Charlie Rich,The Most Beautiful Girl,,,,,
1974,24,Jim Croce,Time In A Bottle,,,,,
1974,25,John Denver,Annie's Song,,,,,
1974,26,Paul Anka,(You're) Having My Baby,,,,,
1974,27,Olivia Newton-John,Let Me Be There,,,,,
1974,28,Gordon Lightfoot,Sundown,,,,,
1974,29,Andy Kim,Rock Me Gently,,,,,
1974,30,Eddie Kendricks,Boogie Down,,,,,
1974,31,Ringo Starr,You're Sixteen,,,,,
1974,32,Olivia Newton-John,If You Love Me (Let Me Know),,,,,
1974,33,Cher,Dark Lady,,,,,
1974,34,Gladys Knight,Best Thing That Ever Happened To Me,The Pips,,,,
1974,35,Roberta Flack,Feel Like Makin' Love,,,,,
1974,36,Main Ingredient,Just Don't Want To Be Lonely,,,,,
1974,37,Billy Preston,Nothing From Nothing,,,,,
1974,38,George McCrae,Rock Your Baby,,,,,
1974,39,Carpenters,Top Of The World,,,,,
1974,40,Steve Miller Band,The Joker,,,,,
1974,41,Gladys Knight,I've Got To Use My Imagination,The Pips,,,,
1974,42,Three Dog Night,The Show Must Go On,,,,,
1974,43,Hues Corporation,Rock The Boat,,,,,
1974,44,Brownsville Station,Smokin' In The Boy's Room,,,,,
1974,45,Stevie Wonder,Living For The City,,,,,
1974,46,Dionne Warwick,Then Came You,The Spinners,,,,
1974,47,Paper Lace,The Night Chicago Died,,,,,
1974,48,Marvin Hamlisch,The Entertainer,,,,,
1974,49,ABBA,Waterloo,,,,,
1974,50,Hollies,The Air That I Breathe,,,,,
1974,51,Steely Dan,Rikki Don't Lose That Number,,,,,
1974,52,Carly Simon,Mockingbird,,,,,
1974,53,Joni Mitchell,Help Me,,,,,
1974,54,Anne Murray,You Won't See Me,,,,,
1974,55,Barry White,"Never, Never Gonna Give You Up",,,,,
1974,56,Rufus,Tell Me Something Good,,,,,
1974,57,Helen Reddy,You And Me Against The World,,,,,
1974,58,Righteous Brothers,Rock And Roll Heaven,,,,,
1974,59,Kool,Hollywood Swinging,The Gang,,,,
1974,60,William Devaughn,Be Thankful For What You Got,,,,,
1974,61,Johnny Bristol,Hang On In There Baby,,,,,
1974,62,Mocedades,Eres Tu (Touch The Wind),,,,,
1974,63,Bachman-Turner Overdrive,Takin' Care Of Business,,,,,
1974,64,Golden Earring,Radar Love,,,,,
1974,65,Dave Loggins,Please Come To Boston,,,,,
1974,66,Wet Willie,Keep On Smilin',,,,,
1974,67,Bobby Womack,Lookin' For A Love,,,,,
1974,68,O'Jays,Put Your Hands Together,,,,,
1974,69,Gladys Knight,On And On,The Pips,,,,
1974,70,Cat Stevens,Oh Very Young,,,,,
1974,71,Helen Reddy,Leave Me Alone (Ruby Red Dress),,,,,
1974,72,Chicago,(I've Been) Searchin' So Long,,,,,
1974,73,Elton John,Goodbye Yellow Brick Road,,,,,
1974,74,Ringo Starr,Oh My My,,,,,
1974,75,O'Jays,For The Love Of Money,,,,,
1974,76,Eric Clapton,I Shot The Sheriff,,,,,
1974,77,Paul McCartney,Jet,Wings,,,,
1974,78,Elton John,Don't Let The Sun Go Down On Me,,,,,
1974,79,Mike Oldfield,Tubular Bells,,,,,
1974,80,Anne Murray,A Love Song,,,,,
1974,81,Donny,I'm Leaving It All Up To You,Marie Osmond,,,,
1974,82,Todd Rundgren,"Hello, It's Me",,,,,
1974,83,Tom T. Hall,I Love,,,,,
1974,84,Guess Who,Clap For The Wolfman,,,,,
1974,85,Jim Croce,I'll Have To Say I Love You In A Song,,,,,
1974,86,Sister Janet Mead,The Lord's Prayer,,,,,
1974,87,Lamont Dozier,Trying To Hold On To My Woman,,,,,
1974,88,Stevie Wonder,Don't You Worry 'Bout A Thing,,,,,
1974,89,Charlie Rich,A Very Special Love Song,,,,,
1974,90,Jim Stafford,My Girl Bill,,,,,
1974,91,Diana Ross,My Mistake Was To Love You,Marvin Gaye,,,,
1974,92,Paul McCartney,Helen Wheels,Wings,,,,
1974,93,Jim Stafford,Wildwood Weed,,,,,
1974,94,First Class,Beach Baby,,,,,
1974,95,War,Me And Baby Brother,,,,,
1974,96,Stylistics,Rockin' Roll Baby,,,,,
1974,97,Olivia Newton-John,I Honestly Love You,,,,,
1974,98,Chicago,Call On Me,,,,,
1974,99,Fancy,Wild Thing,,,,,
1974,100,Spinners,Mighty Love,,,,,
1973,1,Tony,Tie A Yellow Ribbon Round The Ole Oak Tree,lando,,,,
